cod_especie,nom_especie,nom_popular,nom_familia,cod_especie_imp,num_hematocrito_esp,nom_ingles,ind_especie,cod_raca,nom_raca,ind_ani_silvestre,ind_porte,cod_pelagem,tip_pelagem
1,CANINA,CANINA,CANINA,,45.0,,OU,411,PASSARO PRETO,S,,,
16,AVE,AVE,,,,,OU,296,PASSERIFORME,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,330,PASTOR ABRUZZI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,24,PASTOR ALEMAO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,187,PASTOR AUSTRALIANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,329,PASTOR BAUCERON,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,26,PASTOR BELGA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,172,PASTOR BELGA GROENENDAEL,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,456,PASTOR BELGA MALINOIS,N,G,27.0,M
1,CANINA,CANINA,CANINA,,45.0,,OU,260,PASTOR BERGAMASCO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,219,PASTOR BRANCO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,239,PASTOR BRANCO SUIÇO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,25,PASTOR CANADENSE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,284,PASTOR CAPA PRETA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,137,PASTOR CATALON,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,328,PASTOR DO CAUCASO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,206,PASTOR DOS PIRINEUS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,237,PASTOR FINLANDÊS DA LAPÔNIA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,197,PASTOR HOLANDES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,358,PASTOR JAPONÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,255,PASTOR MALORQUIN,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,148,PASTOR MAREMMANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,327,PASTOR MONTANHÊS KRAST,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,96,PASTOR SHETLAND,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,422,PATO,N,,,
16,AVE,AVE,,,,,OU,422,PATO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,191,PELADO MEXICANO,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,56,PELO CURTO BRASILEIRO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,416,PEMBROKE WELSH CORGI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,83,PEQUINÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,302,PERDIGUEIRO PORTUGUES,N,,,
12,PSITACIDEO,PSITACIDEO,,,,,OU,272,PERIQUITO,S,,,
16,AVE,AVE,,,,,OU,295,PERIQUITO AUSTRALIANO,S,,,
12,PSITACIDEO,PSITACIDEO,,,,,OU,283,PERIQUITO INGLÊS,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,263,PERRO DE AGUAS,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,50,PERSA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,326,PERSA HIMALAIA,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,326,PERSA HIMALAIA,N,,,
16,AVE,AVE,,,,,OU,449,PERU,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,227,PETIT BASSET GRIFFON VENDEEN,N,,,
16,AVE,AVE,,,,,OU,286,PICHARRO,S,,,
3,BOVINA,BOVINA,BOVINA,,,,OU,233,PIEMONTES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,16,PINSCHER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,325,PINSCHER AUSTRIACO,N,,,
16,AVE,AVE,,,,,OU,440,PIRIQUITO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,48,PIT BULL,N,,,
24,PEIXE,PEIXE,PEIXE,,,,OU,324,PIXIE BOB,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,323,PODENGO IBECENCO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,129,PODENGO PORTUGUÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,98,POINTER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,322,POINTER ALEMÃO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,321,POINTER INGLÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,412,POMBA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,468,POODLE ALEMAO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,317,POODLE ANÃO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,10,POODLE GRANDE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,318,POODLE MÉDIO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,319,POODLE STANDARD,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,320,POODLE TOY,N,,,
18,ROEDOR,ROEDOR,,,,,OU,184,PORQUINHO DA INDIA,N,,,
29,Bradypus variegatus,Bradypus variegatus,Bradypus variegatus,,,,OU,316,PREGUIÇA,N,,,
16,AVE,AVE,,,,,OU,157,PSITACIFORME,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,85,PUG,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,247,PULI,N,,,
5,EQUINA,EQUINA,,,,,OU,60,PURO SANGUE INGLÊS,N,,,
4,EQUINO DE TRAÇÃO ,EQUINO DE TRAÇÃO ,,,,,OU,282,PURO SANGUE LUSITANO,N,,,
9,REPTIL,REPTIL,,,,,OU,145,PYTHON,N,,,
5,EQUINA,EQUINA,,,,,OU,62,QUARTO DE MILHA,N,,,
11,QUATI (NASUA NASUA),QUATI (NASUA NASUA),,,,,OU,268,QUATI,N,,,
27,OUTROS,OUTROS,OUTROS,,,,OU,400,RAÇA NAO IMPORTADA,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,176,RAGDOLL,N,,,
18,ROEDOR,ROEDOR,,,,,OU,281,RATO DE LABORATÓRIO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,138,RED HELLER,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,429,RED POINT,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,91,RHODESIAN RIDGEBACK,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,27,ROTTWEILER,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,230,RUSSIAN BLUE,N,,,
7,CAPRINA,CAPRINA,,,,,OU,175,SAANEN,N,,,
35,AVE,AVE,AVE,,,,OU,462,SABIA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,315,SABUJO DA ISTRIA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,314,SABUJO DE POSAVATZ,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,52,SAGRADO DA BIRMANIA,N,,,
19,PRIMATA,PRIMATA,,,,,OU,174,SAGUI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,132,SALUKI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,101,SAMOYEDA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,33,SAO BERNARDO,N,,,
9,REPTIL,REPTIL,,,,,OU,12,SAPO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,299,SCHIPPERKE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,164,SCHNAUZER GIGANTE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,22,SCHNAUZER MÉDIO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,353,SCHNAUZER MINIATURA,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,354,SCOTTISH FOLD,N,P,,
1,CANINA,CANINA,CANINA,,45.0,,OU,354,SCOTTISH FOLD,N,P,,
1,CANINA,CANINA,CANINA,,45.0,,OU,28,SCOTTISH TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,104,SEALEHAN TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,142,SERRA DA ESTRELA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,79,SETTER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,178,SETTER GORDON,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,177,SETTER INGLÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,159,SETTER IRLANDES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,23,SHARPEI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,355,SHEEPDOG,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,313,SHETLAND SHEEPDOG,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,84,SHIBA INU,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,59,SHIH TZU,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,11,SIAMES,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,193,SIBERIANO DA FLORESTA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,106,SILK TERRIER,N,,,
27,OUTROS,OUTROS,OUTROS,,,,OU,356,SILVESTRE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,312,SIRIO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,215,SKYE TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,311,SMOOTH COLLIE,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,259,SOMALI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,127,SPANIEL TIBETANO,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,240,SPHYNX,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,443,SPINONE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,162,SPITZ ALEMÃO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,309,SPITZ DE NORBOTEN,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,310,SPITZ FINLANDES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,308,SPITZ JAPONÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,74,SPRINGER SPANIEL INGLÊS,N,,,
16,AVE,AVE,,,,,OU,437,SRD AVE,N,,,
3,BOVINA,BOVINA,BOVINA,,,,OU,4,SRD BOVINO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,2,SRD CANINO,N,,,
7,CAPRINA,CAPRINA,,,,,OU,199,SRD CAPRINO,N,,,
5,EQUINA,EQUINA,,,,,OU,65,SRD EQUINO,N,,,
4,EQUINO DE TRAÇÃO ,EQUINO DE TRAÇÃO ,,,,,OU,65,SRD EQUINO,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,3,SRD FELINO,N,,,
8,OVINO,OVINO,,,,,OU,207,SRD OVINO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,226,STAFFORDSHIRE BULL TERRIER,N,,,
6,SUINO,SUINO,,,,,OU,214,SUINO,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,139,TABBY SHORTHAIR,N,,,
20,QUELÔNIO,QUELÔNIO,,,,,OU,279,TARTARUGA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,45,TECKEL,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,135,TENERIFF,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,141,TERRANOVA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,169,TERVUREN (PASTOR BELGA),N,,,
25,FERRET,FERRET,FERRET,,,,OU,414,TESOURINHA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,160,TIBETAN TERRIER,N,,,
20,QUELÔNIO,QUELÔNIO,,,,,OU,307,TIGRE DAGUA,N,,,
7,CAPRINA,CAPRINA,,,,,OU,224,TOGGENBURG,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,306,TOPOLINO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,357,"TOSA
",N,,,
16,AVE,AVE,,,,,OU,287,TRINCA FERRO,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,413,TUCANO,S,,,
18,ROEDOR,ROEDOR,,,,,OU,450,TWISTER,S,,,
3,BOVINA,BOVINA,BOVINA,,,,OU,423,VACA HOLANDESA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,423,VACA HOLANDESA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,151,VIZSLA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,298,VOLPINO ITALIANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,75,WEIMARANER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,305,WELSH CORGI CARDIGAN,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,190,WELSH CORGI PEMBROKE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,208,WELSH TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,47,WEST HIGHLAND WHITE TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,80,WHIPPET,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,44,YORKSHIRE TERRIER,N,,,
