cod_setor,cod_grp_prod,ind_sit_produto,nom_grp_produto,sigla_grp_prod,cod_produto,id_produto,nom_prod_compra,ind_prod_estocavel,cod_unid_estoque,sigla_unid_estoque,nom_unid_estoque,cod_unid_consumo,sigla_unid_consumo,nom_unid_consumo,cod_fabricante
84,300,AP,MED - ANTIBIOTICOS,MED,831,831,MATA BICHEIRA CENTAGRO FR TIPO PULVERIZADOR 250 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,832,832,"XANDOG SABONETE INSETICIDA ANTISSéPTICO SABONETE DE 80,0 G.",N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,833,833,VECTON SISTêMICO FR 1.000 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,834,834,VECTALL POTE 150 G,N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,835,835,"VECTORAL FA 190, 950 E 4.750 ML",N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,836,836,"XANDOG FRS 240, 420 E 5000ML",N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,837,837,XANDOG TALCO ANTI-PULGAS E ANTISSéPTICO TUBO 100 G.,N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,839,839,VECTIN FA 200 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,840,840,"VECTON PULVERIZAçãO FR 20, 500 E 1000 ML.",N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,841,841,XANDOG SPRAY FR 250 E 500 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,176.0
84,300,AP,MED - ANTIBIOTICOS,MED,843,843,"QUATERMON FR 1, 20 E 200 LITROS.",N,64,UND,UNIDADE,64,UND,UNIDADE,177.0
84,300,AP,MED - ANTIBIOTICOS,MED,846,846,"BIOFOR FR 100ML E 1, 5, 20 E 200 LITROS.",N,64,UND,UNIDADE,64,UND,UNIDADE,177.0
84,300,AP,MED - ANTIBIOTICOS,MED,848,848,MAGBOV LOçãO ATIVANTE PARA PêLOS FA 1 E 5 L.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,849,849,TRICLORFON 500 INJETáVEL FA 250 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,850,850,MAGDOG TALCO INSETICIDA FA 100 G.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,852,852,MAGHORSE ANTIS. SHAMPOO C/ SILICONE FA 1 L E 5 L.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,853,853,"CLOSANTEL MAG FA 200 ML, 1 L E 5 L",N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,857,857,MAGDOG SABONETE INSETICIDA 80 G,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,858,858,MAGHORSE LOçãO ATIVANTE PARA PêLOS FA 1 L E 5 L.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,861,861,MAGMATA FA 200 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,862,862,"CLOSANTEL INJETáVEL 7,5% FA 250 ML.",N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,863,863,MAGHORSE SHAMPOO FA 1 L E 5 L,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,867,867,MAGDOG PULV. AMBIENTAL ANTIPULGAS EMB S COM 400 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,178.0
84,300,AP,MED - ANTIBIOTICOS,MED,869,869,SHAMPOO BULLDOG ANTISSéPTICO FR 200 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,871,871,SABãO BULLDOG SARNICIDA DE 80 G,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
69,77,AP,PET SHOP - HIGIENE AMBIENTE,PET,873,7898359846010,PIPI PODE CÃES - 20 ML.,S,64,UND,UNIDADE,64,UND,UNIDADE,292.0
84,300,AP,MED - ANTIBIOTICOS,MED,874,874,FERCALVIT FR 120 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,875,875,BELDOG SABãO ANTI-PULGAS CART. COM 1 UNIDADE 80 G,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,876,876,PRAPI ENV 4 CPR 660 MG,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,879,879,SHAMPOO BULLDOG ANTIPULGAS COM MEL FRS COM 200 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,880,880,BULVERMIN PLUS COM: 1 BLISTER C/4 CPR .,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,881,881,"BULLDOG FR 10, 20, 40 OU 120 ML.",N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,883,883,PREVIN SABãO ANTI-PULGAS COM 80 G.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,888,888,BELDOG FR 240ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,889,889,SHAMPOO BULLDOG INSETICIDA FR 200 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,891,891,LOçãO BULLDOG ANTISSéPTICA FR 120 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,893,893,SHAMPOO BULLDOG CONDICIONADOR ANTIPULGAS FR 200 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,894,894,PREVIN ANTITóXICO FR PLáST. 60 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,896,896,PREVIN SHAMPOO FR 200 E 500 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,897,897,SABãO BULLDOG CONTRA PULGAS COM 80 G.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,898,898,PRODIP LíQUIDO EMB COM 3 FRS 3ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,900,900,TETISARNOL VIDROVIC 120 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,901,901,PREVIN COLEIRA PLáSTICA - ANTIPULGAS E CARRAPATOS FITA PLáST. C/ 20 G,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,906,906,COLEIRA BULLDOG ANTIPULG CARRAPAT FITA COM 25 G.,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,907,907,BELDOG SHAMPOO ANTI-PULGAS FR 240 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,179.0
84,300,AP,MED - ANTIBIOTICOS,MED,909,909,QUINABIC SOLUçãO INJETáVEL 10% FA 50 OU 100ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,910,910,"TACZOL EMB 200, 1000 E 5000 ML.",N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,911,911,TACPLUS - CARRAPATICIDA E SARNICIDA 200/1000 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,913,913,"TRICLORVET ENV 10, 150 E 500 G",N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,915,915,"BERTAC AEROSOL 500 ML, 500/1000 ML",N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,916,916,TACPLUS - CARRAPATICIDA PARA BANHEIRO 800 ML,N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,917,917,"FATOXEN FA, CONTEúDO 250ML.",N,64,UND,UNIDADE,64,UND,UNIDADE,180.0
84,300,AP,MED - ANTIBIOTICOS,MED,922,922,AMQ - 50 FA 1 LITRO.,N,64,UND,UNIDADE,64,UND,UNIDADE,181.0
84,300,AP,MED - ANTIBIOTICOS,MED,924,924,AMQ - 20 FA 1 LITRO,N,64,UND,UNIDADE,64,UND,UNIDADE,181.0
84,300,AP,MED - ANTIBIOTICOS,MED,925,925,IODO FR 1 LITRO.,S,219,L,LITRO,219,L,LITRO,181.0
84,300,AP,MED - ANTIBIOTICOS,MED,927,927,DIATRIM SOLUçãO FA 500 ML.,N,64,UND,UNIDADE,64,UND,UNIDADE,181.0
