cod_unid_oper,cod_clinica,cod_veterinario,cod_proprietario,cod_animal,nom_animal,cod_especie,nom_especie,cod_raca,nom_raca,cod_pelagem,pel,desc_pelagem,ind_ani_silvestre,dth_aniversario,ind_sexo,nro_micro_chip,nro_rg_animal,id_tatuagem,peso_animal,ind_porte,ind_pedigree,ind_castrado,ind_alergico,ind_ctrl_vacina,cod_antigo,nro_registro,ind_obito,dth_obito,ind_doacao,tip_pelagem,cod_anim_solic,ind_doenca_cronica,txt_alergia,txt_doenca_cronica,obs_animal,usr_codigo,ind_excluido,dth_exclusao,dth_cadastro,dat_ult_visita
1,2,4,5148.0,8931,CHARLIE,1,CANINA,76,COLLIE,566.0,"(566,TRICOLOR)",TRICOLOR,N,2006-12-23,M,,,,21.6,P,N,N,N,S,8931.0,,S,2014-12-16 12:23:39.000,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,8527.0,13989,CHARLIE,1,CANINA,2,SRD CANINO,0.0,,,N,2011-12-30,M,,,,10.2,,,N,,S,,,N,,N, ,,,,,,,,,2013-12-30,
1,2,4,53.0,3628,CHARLIE,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2001-12-31,M,,23.210.908-4,,0.0,P,N,N,N,N,3628.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,927.0,1173,CHARLIE,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,1993-05-03,M,,,,0.0,P,N,N,N,N,1173.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,12376.0,20500,CHARLIE,1,CANINA,59,SHIH-TZU,185.0,"(185,BRANCO-BEGE)",BRANCO-BEGE,N,2020-01-19,M,,,,1.7,P,,N,,,,,N,,N,C,,,,,,,,,2020-03-17,
1,2,8,9297.0,15329,CHARLIE,2,FELINA,3,SRD FELINO,438.0,"(438,""PRETA E BRANCA"")",PRETA E BRANCA,N,2010-02-10,M,,,,3.9,M,,S,,,,,S,2015-02-13 20:44:58.000,N, ,,,,,,,,,2015-02-10,
1,2,9344,8340.0,21547,CHARLIE,2,FELINA,3,SRD FELINO,492.0,"(492,""PRETO E BRANCO"")",PRETO E BRANCO,N,2009-04-11,M,,,,5.2,P,,S,,,,,N,,N, ,,,,,,,,,2021-04-11,2021-04-14
1,2,4,459.0,527,CHARLIE,1,CANINA,16,PINSCHER,418.0,"(418,PRETA)",PRETA,N,1996-08-01,M,,,,0.0,P,N,N,N,N,527.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,55.0,17140,CHARLIE,2,FELINA,3,SRD FELINO,180.0,"(180,""BRANCO E AMAREL"")",BRANCO E AMAREL,N,2010-04-05,M,,,,5.5,P,,S,,,,,N,,N, ,,,,,,,,,2016-09-05,
1,2,7,1691.0,11478,CHARLIE,2,FELINA,3,SRD FELINO,176.0,"(176,BRANCO)",BRANCO,N,2011-05-02,M,,,,1.5,P,N,N,N,S,,,N,,N,,,,,,,,,,2011-08-02,
1,2,4,658.0,9140,CHARLLYE,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2008-10-20,M,,22430186X,,0.0,P,N,N,N,N,9140.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,1471.0,1810,CHARLOT,2,FELINA,11,SIAMES,231.0,"(231,CARACTERISTICA)",CARACTERISTICA,N,1989-12-24,F,,,,0.0,P,N,N,N,N,1810.0,,S,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,2757.0,3714,CHARLOT,1,CANINA,45,TECKEL,351.0,"(351,MARROM)",MARROM,N,1996-07-20,F,,,,6.3,M,N,N,N,N,3714.0,,N,,N,,,,,,,,N,,2011-03-21,2010-02-20
1,2,7,8078.0,13167,CHARLOT,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,1999-06-05,F,,,,5.2,P,,N,,,,,N,,N, ,,,,,,,,,2013-04-06,
1,2,4,3388.0,7664,CHARLOTA,2,FELINA,90,NAO REFERIDO,377.0,"(377,MARROM/BRANCA)",MARROM/BRANCA,N,1999-02-01,F,,,,0.0,P,N,N,N,N,7664.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,11269.0,18658,CHARLOTA,1,CANINA,2,SRD CANINO,0.0,,,N,2006-04-03,F,,,,31.8,,,S,,,,,N,,N, ,,,,,,,,,2018-04-03,
1,2,8,9438.0,15554,CHARLOTE,1,CANINA,2,SRD CANINO,273.0,"(273,""CINZA / BRANCA"")",CINZA / BRANCA,N,2006-04-18,F,,,,12.3,M,,S,,,,,S,2015-04-29 22:18:41.000,N, ,,,,,,,,,2015-04-18,
1,2,4,5675.0,9367,CHARLOTE,1,CANINA,27,ROTTWEILER,82.0,"(82,BICOLOR)",BICOLOR,N,2001-06-22,F,,4631256,,0.0,P,N,N,N,N,9367.0,,N,,N,,,,,,,,N,,2011-03-21,2010-01-29
1,2,8058,9230.0,16437,CHARLOTE,1,CANINA,2,SRD CANINO,565.0,"(565,TRICOL0R)",TRICOL0R,N,2009-06-29,F,,,,13.2,M,,S,,,,,S,2016-06-02 09:31:31.000,N, ,,,,,,,,,2016-01-13,
1,2,4,7629.0,12726,CHARLOTE,1,CANINA,88,BULLDOG INGLÊS,11.0,"(11,""AMARELA / BRANCA"")",AMARELA / BRANCA,N,2010-11-01,F,,,,19.5,M,,N,,,,,N,,N, ,,,,,,,,,2012-11-01,
1,2,12210,10266.0,21271,CHARLOTE,1,CANINA,59,SHIH-TZU,0.0,,,N,2014-12-18,F,,,,6.8,,,S,,,,,N,,N, ,,,,,,,,,2020-12-18,
1,2,4,330.0,7084,CHARLOTE,1,CANINA,27,ROTTWEILER,82.0,"(82,BICOLOR)",BICOLOR,N,2003-12-18,F,,34620102-0,,0.0,P,N,N,N,N,7084.0,,N,,N,,,,,,,,N,,2011-03-21,2010-01-07
1,2,4,5563.0,13878,CHARLOTE,1,CANINA,2,SRD CANINO,226.0,"(226,CARACTERISTICA)",CARACTERISTICA,N,1993-11-26,F,,,,,M,,N,,,,,N,,N, ,,,,,,,,,2013-11-26,
1,2,4,6018.0,10095,CHARLOTE,2,FELINA,90,NAO REFERIDO,566.0,"(566,TRICOLOR)",TRICOLOR,N,2009-09-01,F,,22.888.339-8,,0.0,P,N,N,N,N,10093.0,,N,,N,,,,,,,,N,,2011-03-21,2010-03-20
1,2,10738,11395.0,18947,CHARLOTE,1,CANINA,42,LHASA APSO,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2015-08-02,F,,,,8.6,M,,S,,,,,N,,N, ,,,,,,,,,2018-08-02,
1,2,10738,12538.0,20767,CHARLOTE,2,FELINA,3,SRD FELINO,272.0,"(272,CINZA)",CINZA,N,2007-07-03,F,,,,5.2,P,,S,,,,,N,,N, ,,,,,,,,,2020-07-03,
1,2,7,13236.0,15588,CHARLOTE,1,CANINA,30,MALTES,111.0,"(111,BRANCA)",BRANCA,N,2013-08-30,F,,,,2.3,P,,S,,,,,N,,N, ,,,,,,,,,2015-04-30,
1,2,5,11068.0,18328,CHARLOTE,1,CANINA,2,SRD CANINO,120.0,"(120,""BRANCA / PRETA"")",BRANCA / PRETA,N,2015-02-04,F,,,,29.7,G,,S,,,,,N,,N,C,,,,,,,,,2017-12-04,
1,2,12300,11681.0,20284,CHARLOTE,1,CANINA,31,CHOW CHOW,310.0,"(310,DOURADA)",DOURADA,N,2010-05-02,F,,,,23.5,G,,S,,S,,,N,,N, ,,,,,,,,,2019-12-28,2022-04-24
1,2,7,7.0,14146,CHARLOTE,1,CANINA,85,PUG,241.0,"(241,CARAMELO)",CARAMELO,N,2006-02-17,F,,,,9.0,M,,S,,,,,N,,N, ,,,,,,,,,2014-02-17,2022-08-23
1,2,7,10397.0,17229,CHARLOTE,1,CANINA,407,AMERICAN BULLY,233.0,"(233,CARACTERISTICAS)",CARACTERISTICAS,N,2013-05-23,F,,,,29.5,M,,N,,,,,N,,N,C,,,,,,,,,2016-10-11,
1,2,12210,11006.0,18220,CHARLOTE,1,CANINA,88,BULLDOG INGLÊS,112.0,"(112,""BRANCA / BEGE"")",BRANCA / BEGE,N,2017-05-20,F,,,,23.5,M,,N,,S,,,N,,N,C,,,,,,,,,2017-10-23,2021-11-13
1,2,9008,9563.0,15785,CHARLOTE,13,CUNICULA,274,COELHO,418.0,"(418,PRETA)",PRETA,N,2014-12-30,I,,,,0.3,P,,N,,,,,N,,N, ,,,,,,,,,2015-06-30,
1,2,12210,12804.0,21134,CHARLOTE,1,CANINA,162,SPITZ ALEMÃO,0.0,,,N,2019-08-30,F,,,,3.1,,,N,,,,,N,,N, ,,,,,,,,,2020-10-30,
1,2,9344,11443.0,18928,CHARLOTE,1,CANINA,44,YORKSHIRE TERRIER,439.0,"(439,""PRETA E CANELA"")",PRETA E CANELA,N,2012-07-27,F,,,,9.7,M,,S,,S,,,N,,N, ,,,,,,,,,2018-07-27,2022-10-25
1,2,10738,12227.0,20263,CHARLOTE,1,CANINA,2,SRD CANINO,0.0,,,N,2019-09-20,F,,,,2.6,,,,,,,,N,,N, ,,,,,,,,,2019-12-20,
1,2,7,9484.0,15657,CHARLOTE,1,CANINA,162,SPITZ ALEMÃO,155.0,"(155,BRANCA/BEGE)",BRANCA/BEGE,N,2014-11-26,F,,,,2.6,P,,N,,,,,N,,N,L,,,,,,,,,2015-05-20,
1,2,4,8180.0,13370,CHARLOTE,1,CANINA,59,SHIH-TZU,269.0,"(269,CHOCOLATE/BRNCO)",CHOCOLATE/BRNCO,N,2013-04-11,F,,,,4.5,M,,N,,S,,,N,,N, ,,,,,,,,,2013-06-24,
1,2,10652,10859.0,18886,CHARLOTE THEODORA,1,CANINA,59,SHIH-TZU,170.0,"(170,BRANCA/PRETO)",BRANCA/PRETO,N,2018-03-24,F,,,,6.1,P,,S,,S,,,N,,N,L,,,,,,,,,2018-07-07,2021-10-04
1,2,4,5591.0,9181,CHARLOTTE,1,CANINA,45,TECKEL,95.0,"(95,""BLACK AND TAN"")",BLACK AND TAN,N,2008-11-05,F,,17580131-9,,0.0,P,N,N,N,N,9181.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,10003.0,16518,CHARLOTTE,1,CANINA,22,SCHNAUZER MÉDIO,508.0,"(508,PRETO/BRANCA)",PRETO/BRANCA,N,2015-08-09,F,,,,3.8,P,,N,,,,,N,,N,M,,,,,,,,,2016-02-07,
1,2,7,8931.0,15571,CHARLOTTE,1,CANINA,13,COCKER SPANIEL,0.0,,,N,2015-01-15,F,,,,6.3,,,N,,,,,N,,N,C,,,,,,,,,2015-04-26,
1,2,11479,11151.0,18463,CHARLOTTE,1,CANINA,42,LHASA APSO,176.0,"(176,BRANCO)",BRANCO,N,2017-03-05,F,,,,3.8,M,,N,,S,,,N,,N, ,,,,,,,,,2018-01-19,
1,2,8,10308.0,17076,CHARLOTTE,1,CANINA,59,SHIH-TZU,111.0,"(111,BRANCA)",BRANCA,N,2016-06-28,F,,,,2.8,P,,N,,S,,,N,,N, ,,,,,,,,,2016-08-11,
1,2,9344,9779.0,17903,CHARLY,1,CANINA,107,CHIHUAHUA,24.0,"(24,AMARELO/BRANCA)",AMARELO/BRANCA,N,2016-06-01,M,,,,2.6,P,,S,,,,,N,,N, ,,,,,,,,,2017-06-19,
1,2,4,4071.0,6083,CHARQUE,1,CANINA,48,PIT BULL,351.0,"(351,MARROM)",MARROM,N,2000-11-07,F,,,,0.0,P,N,N,N,N,6083.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,12300,12531.0,20757,CHASE,1,CANINA,2,SRD CANINO,0.0,,,N,2016-07-01,M,,,,9.2,P,,N,,,,,N,,N, ,,,,,,,,,2020-07-01,
1,2,9344,13629.0,22279,CHASE,1,CANINA,2,SRD CANINO,512.0,"(512,PRETO/CARAMELO)",PRETO/CARAMELO,N,2016-08-22,M,,,,18.4,M,,S,,,,,N,,N,C,,,,,,,,,2022-05-02,2022-05-10
1,2,4,979.0,1177,CHAT,2,FELINA,90,NAO REFERIDO,203.0,"(203,""BRONW TABBY"")",BRONW TABBY,N,1999-05-07,M,,,,0.0,P,N,N,N,N,1177.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,3383.0,5464,CHAULIM,2,FELINA,50,PERSA,377.0,"(377,MARROM/BRANCA)",MARROM/BRANCA,N,2004-11-21,M,,,,0.0,P,N,N,N,N,5464.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,12300,1223.0,19065,CHAULIN,2,FELINA,3,SRD FELINO,340.0,"(340,LARANJA)",LARANJA,N,2004-12-01,M,,,,4.1,P,,S,,,,,N,,N, ,,,,,,,,,2018-09-17,
1,2,4,5011.0,7944,CHAULYN,1,CANINA,16,PINSCHER,418.0,"(418,PRETA)",PRETA,N,2002-10-06,M,,,,0.0,P,N,N,N,N,7944.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,3850.0,5627,CHAVANTE,1,CANINA,24,PASTOR ALEMAO,95.0,"(95,""BLACK AND TAN"")",BLACK AND TAN,N,1997-06-01,M,,,,0.0,P,N,N,N,N,5627.0,,S,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,6470.0,10922,CHEALSEA,1,CANINA,44,YORKSHIRE TERRIER,421.0,"(421,""PRETA / CANELA"")",PRETA / CANELA,N,2008-06-20,F,,23.484.562-4,,3.2,P,N,N,N,N,10918.0,,N,,N,,,,,,,,N,,2011-03-21,2011-01-14
1,2,4,1950.0,13800,CHEAR,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,1996-10-31,F,,,,,M,,N,,,,,S,2013-10-31 16:23:17.000,N, ,,,,,,,,,2013-10-31,
1,2,10258,10725.0,17745,CHEETARA,2,FELINA,52,SAGRADO DA BIRMANIA,226.0,"(226,CARACTERISTICA)",CARACTERISTICA,N,2007-04-07,F,,,,3.3,P,,S,,S,,,N,,N, ,,,,,,,,,2017-04-07,
1,2,9344,11852.0,19668,CHEETOS,1,CANINA,21,DACHSHUND,9.0,"(9,ALERQUIM)",ALERQUIM,N,2018-05-25,M,900115000789757,,,8.6,P,,S,,S,,,N,,N, ,,,,,,,,,2019-04-29,
1,2,4,905.0,3380,CHEEVA,1,CANINA,90,NAO REFERIDO,95.0,"(95,""BLACK AND TAN"")",BLACK AND TAN,N,2003-03-07,F,,,,0.0,P,N,N,N,N,3380.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,13236.0,10434,CHEF,1,CANINA,94,BULLDOG FRANCÊS,120.0,"(120,""BRANCA / PRETA"")",BRANCA / PRETA,N,2009-10-01,M,,16861904,,9.4,P,N,N,N,N,10429.0,,N,,N,,,,,,,,N,,2011-03-21,2010-07-19
1,2,4,11756.0,8720,CHEFE,1,CANINA,31,CHOW CHOW,310.0,"(310,DOURADA)",DOURADA,N,1999-09-30,M,,,,0.0,P,N,N,N,N,8720.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,11609.0,19235,CHEFE,1,CANINA,2,SRD CANINO,178.0,"(178,""BRANCO /PRETA"")",BRANCO /PRETA,N,2004-11-24,M,,,,22.2,,,N,,,,,N,,N,C,,,,,,,,,2018-11-24,
1,2,8589,3918.0,5801,CHEFIA,1,CANINA,27,ROTTWEILER,82.0,"(82,BICOLOR)",BICOLOR,N,2004-09-27,M,,,,42.5,P,N,N,N,N,5801.0,,S,2014-05-09 21:26:00.000,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11913,11756.0,21679,CHEIK,1,CANINA,2,SRD CANINO,0.0,,,N,2008-06-17,M,,,,20.7,,,N,,,,,N,,N, ,,,,,,,,,2021-06-17,2021-06-17
1,2,4,1135.0,10168,CHEIKE,1,CANINA,24,PASTOR ALEMAO,229.0,"(229,CARACTERISTCA)",CARACTERISTCA,N,2000-04-01,M,,1,,37.8,G,N,N,N,N,10165.0,,N,,N,,,,,,,,N,,2011-03-21,2010-04-16
1,2,11479,7470.0,19327,CHELLO,2,FELINA,3,SRD FELINO,176.0,"(176,BRANCO)",BRANCO,N,2018-08-26,M,,,,3.0,,,S,,,,,N,,N,C,,,,,,,,,2018-12-26,
1,2,9344,4481.0,6876,CHELLY,1,CANINA,42,LHASA APSO,133.0,"(133,""BRANCA E PRETA"")",BRANCA E PRETA,N,2005-06-30,M,,,,4.5,P,N,S,N,N,6875.0,,S,2021-07-27 11:18:28.000,N,,,,,,,,N,,2011-03-21,2021-07-27
1,2,7,8443.0,13833,CHENNA,1,CANINA,16,PINSCHER,0.0,,,N,2006-11-10,F,,,,4.3,,,N,,,,,N,,N, ,,,,,,,,,2013-11-10,
1,2,11226,10906.0,18062,CHER,1,CANINA,2,SRD CANINO,453.0,"(453,""PRETA/ BRANCO"")",PRETA/ BRANCO,N,2017-05-20,F,,,,13.3,M,,S,,,,,N,,N, ,,,,,,,,,2017-08-17,
1,2,7,8488.0,13919,CHERIE,2,FELINA,3,SRD FELINO,0.0,,,N,2013-09-17,F,,,,2.6,,,N,,S,,,N,,N, ,,,,,,,,,2013-12-07,
1,2,8,8536.0,16268,CHERIE,1,CANINA,94,BULLDOG FRANCÊS,553.0,"(553,TIGRADA)",TIGRADA,N,2015-09-14,F,,,,11.7,M,,N,,S,,,N,,N, ,,,,,,,,,2015-11-28,
1,2,11913,11428.0,18910,CHERIE,1,CANINA,42,LHASA APSO,0.0,,,N,2013-07-20,F,,,,7.3,,,S,,S,,,N,,N, ,,,,,,,,,2018-07-20,2022-09-03
1,2,4,2784.0,10327,CHERIE,2,FELINA,90,NAO REFERIDO,417.0,"(417,PRET/BRANCO)",PRET/BRANCO,N,2010-02-01,F,,1,,0.0,P,N,N,N,N,10324.0,,N,,N,,,,,,,,N,,2011-03-21,2010-06-11
1,2,4,4560.0,7027,CHERIE,1,CANINA,42,LHASA APSO,137.0,"(137,""BRANCA MARROM"")",BRANCA MARROM,N,2006-07-21,F,,,,0.0,P,N,N,N,N,7027.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11913,11904.0,19926,CHERIFE,2,FELINA,11,SIAMES,0.0,,,N,2016-08-13,M,,,,5.0,,,N,,,,,N,,N,C,,,,,,,,,2019-08-13,
1,2,4,639.0,1815,CHEROSA,1,CANINA,24,PASTOR ALEMAO,223.0,"(223,""CAPA PRETA"")",CAPA PRETA,N,2001-09-27,F,,TADEU,,28.0,P,N,N,N,N,1815.0,,N,,N,,,,,,,,N,,2011-03-21,2010-12-28
1,2,4,3166.0,4396,CHEROSO,1,CANINA,24,PASTOR ALEMAO,418.0,"(418,PRETA)",PRETA,N,1996-02-09,M,,,,0.0,P,N,N,N,N,4396.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8589,7317.0,14728,CHERRIE,2,FELINA,3,SRD FELINO,519.0,"(519,RAJADA)",RAJADA,N,2010-08-21,F,,,,6.1,M,,S,,,,,N,,N, ,,,,,,,,,2014-08-21,
1,2,12300,12982.0,21393,CHERRIE,2,FELINA,50,PERSA,555.0,"(555,TIGRADA/CINZA)",TIGRADA/CINZA,N,2013-02-01,F,,,,3.6,P,,S,,,,,N,,N,M,,,,,,,,,2021-02-01,
1,2,11913,12442.0,20619,CHERRIE,1,CANINA,59,SHIH-TZU,82.0,"(82,BICOLOR)",BICOLOR,N,2015-05-06,F,,,,7.8,P,,N,,,,,N,,N,C,,,,,,,,,2020-05-06,2021-11-05
1,2,11913,12473.0,20891,CHERRIE,1,CANINA,2,SRD CANINO,0.0,,,N,2004-08-14,F,,,,4.9,M,,S,,,,,N,,N, ,,,,,,,,,2020-08-14,
1,2,4,3748.0,6383,CHERRY,2,FELINA,90,NAO REFERIDO,418.0,"(418,PRETA)",PRETA,N,2004-09-07,F,,,,0.0,P,N,N,N,N,6398.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8,11806.0,19573,CHERRY,1,CANINA,44,YORKSHIRE TERRIER,276.0,"(276,""CINZA CARAMELO"")",CINZA CARAMELO,N,2004-03-20,F,,,,1.6,,,S,,,,,N,,N,C,,,,,,,,,2019-03-26,
1,2,4,2544.0,3366,CHERRY,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,1998-06-10,F,,,,0.0,P,N,N,N,N,3366.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,9344,11226.0,21678,CHERRY,2,FELINA,3,SRD FELINO,0.0,,,N,2017-06-17,F,,,,2.0,,,S,,,,,N,,N, ,,,,,,,,,2021-06-17,2021-06-17
1,2,4,3767.0,5470,CHERRY,2,FELINA,11,SIAMES,231.0,"(231,CARACTERISTICA)",CARACTERISTICA,N,2004-09-27,F,,,,0.0,P,N,N,N,N,5470.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11226,11805.0,19571,CHERRY,2,FELINA,3,SRD FELINO,565.0,"(565,TRICOL0R)",TRICOL0R,N,2016-09-27,F,,,,3.1,P,,S,,,,,N,,N, ,,,,,,,,,2019-03-25,
1,2,4,299.0,473,CHERRY,1,CANINA,10,POODLE,418.0,"(418,PRETA)",PRETA,N,1993-10-11,M,,22.669.990-0,,0.0,P,N,N,N,N,473.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,7,7180.0,11500,CHERRY,2,FELINA,50,PERSA,272.0,"(272,CINZA)",CINZA,N,2001-08-08,M,,,,3.2,P,S,N,,S,,,N,,N,,,,,,,,,,2011-08-08,
1,2,4,3700.0,5343,CHERRY,2,FELINA,90,NAO REFERIDO,231.0,"(231,CARACTERISTICA)",CARACTERISTICA,N,2004-08-31,F,,,,0.0,P,N,N,N,N,5343.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,131.0,4435,CHERRY,2,FELINA,11,SIAMES,288.0,"(288,CINZA/BRANCA)",CINZA/BRANCA,N,2003-03-01,F,,5.855.181,,0.0,P,N,N,N,N,4435.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,189.0,157,CHERRY,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,1997-11-05,F,,20 667 439,,0.0,P,N,N,N,N,188.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,753.0,876,CHERRY,1,CANINA,10,POODLE,257.0,"(257,CHAMPANHE)",CHAMPANHE,N,2000-10-14,F,,,,0.0,P,N,N,N,N,875.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11226,11655.0,19329,CHERRY,1,CANINA,59,SHIH-TZU,502.0,"(502,PRETO-CINZA)",PRETO-CINZA,N,2018-11-08,F,,,,,,,,,S,,,N,,N,C,,,,,,,,,2018-12-26,
1,2,11913,13394.0,21991,CHERRY,1,CANINA,59,SHIH-TZU,57.0,"(57,BANCA/PRETA)",BANCA/PRETA,N,2021-10-03,F,,,,4.3,P,,N,,S,,,N,,N,C,,,,,,,,,2021-12-08,2022-08-05
1,2,8790,12644.0,20918,CHERRY,1,CANINA,42,LHASA APSO,133.0,"(133,""BRANCA E PRETA"")",BRANCA E PRETA,N,2020-01-26,F,,,,1.0,P,,N,,,,,N,,N, ,,,,,,,,,2020-08-26,
1,2,8,8210.0,13433,CHERRY,1,CANINA,2,SRD CANINO,0.0,,,N,2013-04-29,F,,,,6.6,,,S,,S,,,N,,N, ,,,,,,,,,2013-07-11,
1,2,4,934.0,7032,CHERRY,1,CANINA,90,NAO REFERIDO,418.0,"(418,PRETA)",PRETA,N,2006-10-05,F,,,,0.0,P,N,N,N,N,7032.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11913,12623.0,20916,CHERRY,1,CANINA,10,POODLE,0.0,,,N,2007-06-30,F,,,,5.6,,,S,,S,,,N,,N, ,,,,,,,,,2020-08-25,2021-11-06
1,2,11226,4038.0,18046,CHERRY,1,CANINA,10,POODLE,111.0,"(111,BRANCA)",BRANCA,N,2006-08-11,F,,,,7.3,M,,N,,S,,,N,,N, ,,,,,,,,,2017-08-11,
1,2,4,922.0,1056,CHERRY,1,CANINA,21,DACHSHUND,95.0,"(95,""BLACK AND TAN"")",BLACK AND TAN,N,2000-11-01,M,,,,0.0,P,N,N,N,N,1079.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8,5330.0,8596,CHERRY,1,CANINA,42,LHASA APSO,399.0,"(399,PARTICOLOR)",PARTICOLOR,N,2008-05-18,F,,,,5.0,P,N,N,N,N,8596.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,11913,2843.0,19987,CHERRY,1,CANINA,59,SHIH-TZU,0.0,,,N,2018-04-09,F,,,,6.9,,,N,,,,,N,,N, ,,,,,,,,,2019-09-09,
1,2,4,816.0,952,CHERRY,1,CANINA,13,COCKER SPANIEL,310.0,"(310,DOURADA)",DOURADA,N,1997-01-21,F,,,,0.0,P,N,N,N,N,952.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,10738,13043.0,21486,CHERRY,1,CANINA,162,SPITZ ALEMÃO,322.0,"(322,DOURADO)",DOURADO,N,2020-07-13,F,,,,3.4,P,,N,,,,,N,,N,M,,,,,,,,,2021-03-13,
1,2,8,5097.0,19241,CHERRY,1,CANINA,46,BEAGLE,566.0,"(566,TRICOLOR)",TRICOLOR,N,2018-08-27,F,,,,5.8,,,N,,,,,N,,N, ,,,,,,,,,2018-11-27,
1,2,4,581.0,678,CHERRY,1,CANINA,90,NAO REFERIDO,169.0,"(169,BRANCA/PRETA)",BRANCA/PRETA,N,2000-06-10,F,,,,0.0,P,N,N,N,N,678.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,4,215.0,2423,CHERRY,1,CANINA,10,POODLE,418.0,"(418,PRETA)",PRETA,N,2001-07-27,F,,7.876.819,,0.0,P,N,N,N,N,2423.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,8672,9105.0,15020,CHERRY,1,CANINA,42,LHASA APSO,127.0,"(127,""BRANCA E CINZA"")",BRANCA E CINZA,N,2000-06-17,F,,,,6.3,,,N,,,,,S,2014-11-17 20:33:04.000,N,M,,,,,,,,,2014-11-17,
1,2,8058,1970.0,2528,CHERRY,1,CANINA,16,PINSCHER,95.0,"(95,""BLACK AND TAN"")",BLACK AND TAN,N,1999-06-11,F,,,,4.7,M,N,N,N,S,2528.0,,N,,N,,,,,,,,N,,2011-03-21,2011-03-11
1,2,11226,7414.0,11925,CHERRY,1,CANINA,42,LHASA APSO,133.0,"(133,""BRANCA E PRETA"")",BRANCA E PRETA,N,2011-11-17,F,,,,7.5,M,,N,,S,,,N,,N,,,,,,,,,,2012-01-18,
1,2,9344,5077.0,10058,CHERRY,1,CANINA,128,DOBERMANN,82.0,"(82,BICOLOR)",BICOLOR,N,2009-12-20,F,,15.631.975,,38.5,P,N,N,N,S,10056.0,,S,2019-06-07 10:31:23.736,N,,,,,,,,N,,2011-03-21,2010-04-24
1,2,8,9529.0,15730,CHERRY,1,CANINA,59,SHIH-TZU,0.0,,,N,2012-12-11,F,,,,5.4,,,S,,S,,,N,,N,C,,,,,,,,,2015-06-11,
1,2,4,5756.0,9542,CHERRY,1,CANINA,5,BOXER,351.0,"(351,MARROM)",MARROM,N,2008-01-27,M,,,,0.0,P,N,N,N,N,9542.0,,N,,N,,,,,,,,N,,2011-03-21,1899-12-30
1,2,12300,5566.0,19961,CHERRY,1,CANINA,59,SHIH-TZU,490.0,"(490,""PRETO BRANCO"")",PRETO BRANCO,N,2016-03-01,F,,,,5.0,,,N,,,,,N,,N,C,,,,,,,,,2019-08-26,
