cod_setor,cod_grp_prod,ind_sit_produto,nom_grp_produto,sigla_grp_prod,cod_produto,id_produto,nom_prod_compra,ind_prod_estocavel,cod_unid_estoque,sigla_unid_estoque,nom_unid_estoque,cod_unid_consumo,sigla_unid_consumo,nom_unid_consumo,cod_fabricante
84,300,AP,MED - ANTIBIOTICOS,MED,614,,COBALTRAT SM FA VIDRO âMBAR ANTENDO 100ML.,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,615,,"BENZOCREOL FA 100ML. 
LATAS DE 500ML, 1000ML, 18 LITROS E 20 LITROS. 
TAMBORETES DE 200 LITROS.",N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,616,,ANTITóXICO SM AVíCOLA FR 1.000 E 5.000 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,617,,CORT-TRAT SM FA 10 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,618,,IOGAD SM FA 100 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,619,,SABãO SM TABLETES DE 100 G,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,620,,ZENTRAT SM ,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,621,,VITAKá SM FA 20 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,622,,CALCIOTRAT SM ORAL FR 100 E 1.000 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,623,,BEDOZE SM FA 20 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,624,,BAOL SM FR 4X20 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,625,,"ANTITóXICO SM INJETáVEL FA 20, 50 E 100 ML",N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,626,,VETOCOC SACHET 20X4 G,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,627,,ECTOMOSOL SPRAY LATAS 200 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,628,,NEOTOPIC SM SPRAY LATAS 80 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,629,,ANESTRON SM AMPOLA 2 X 2 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,630,,HELMINTRAT SM FR 30 ML,N,64,UND,UND,64,UND,UND,161.0
84,300,AP,MED - ANTIBIOTICOS,MED,631,,SUPER DEDETIZANTE ACTION FA 1.000 ML,N,64,UND,UND,64,UND,UND,162.0
84,300,AP,MED - ANTIBIOTICOS,MED,632,,PUL-DOG FR 100 ML,N,64,UND,UND,64,UND,UND,162.0
84,300,AP,MED - ANTIBIOTICOS,MED,633,,"PEROXIDE 2,5% FR 125 ML E 500 ML.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,634,,FERRODEXTRANO 20% ,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,635,,"ROBENIDINA 13,2% AGENER SACO DE 25 KG",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,636,,SPRAY ANTIPARASITáRIO AGENER FR 250 ML.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,637,,"ROBENIDINA 13,2% AGENER EMB 25KG DO PRODUTO.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,638,,THIAM 50% Pó SOLúVEL CXA 10 SACOS DE 500G (5KG).,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,639,,VETOQUINOL Pó SOLúVEL SACHêS DE 200 G / BALDES DE 5 KG,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,640,,LEUCOMAG 30% PR CXA 5KG.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,641,,TMP- SULFA 40% AGENER CXA 5KG.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,642,,KETAMINA AGENER CXA COM 1 FA 10ML.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,643,,"TALCO AGENER ANTI-PULGAS TUBO TIPO TALQUEIRA, 100G.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,644,,"IVERMECTIN AGENER FR 50, 100, 200, 500 E 1000ML.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,645,,NEOMICINA 50 % PS FIBROLATAS 10 SACOS DE 100 OU 500G CADA.,N,64,UND,UND,64,UND,UND,163.0
69,82,AP,PET SHOP - SHAMPO MEDICAMENTOSO,PET,646,,GARMA IGR- SHAMPOO FR 100 ML.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,647,,NORFLAGEN SOLUçãO 10% FR 1 LITRO.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,648,,ENROFLOXACINA 10% AGENER FA âMBAR 10 E 50 ML.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,649,,"VETOQUINOL Pó SOLúVEL FR 75G, 100G, 150G, 200, 1KG E 5KG.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,650,650,AGEMOXI INJETÁVEL (CLINICA ),S,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,651,,"PRAZANTEL PASTA ORAL SERINGA GRADUADA, DESCARTáVEL 10 ML.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,652,,CLORANFENICOL 50% PS FR 100G.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,653,,SHAMPOO AGENER ANTIPULGAS SUAVIZANTE FR 200 ML.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,654,654,AGEMOXI 50% PR FR 05 KG.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,655,655,AGEMOXI 20% PS FR 5 KG.,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,656,,ABAMECTIN AGENER PREMIX CXA 5KG,N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,657,,"ASPIRINA AGENER EMB 100, 250 E 1000 G E 5 KG E 25KG.",N,64,UND,UND,64,UND,UND,163.0
84,300,AP,MED - ANTIBIOTICOS,MED,658,,MATA BICHEIRA AGRIPEC AEROSOL 500 ML,N,64,UND,UND,64,UND,UND,164.0
84,300,AP,MED - ANTIBIOTICOS,MED,659,,"KATTOX FR 20, 100 E 1.000 ML",N,64,UND,UND,64,UND,UND,164.0
84,300,AP,MED - ANTIBIOTICOS,MED,660,,FLITOX LATA 200 ML,N,64,UND,UND,64,UND,UND,164.0
84,300,AP,MED - ANTIBIOTICOS,MED,661,,CLOSANTEL SACO 25KG,N,64,UND,UND,64,UND,UND,165.0
84,300,AP,MED - ANTIBIOTICOS,MED,662,,MATACURA TABLETES DE 86 G,N,64,UND,UND,64,UND,UND,166.0
84,300,AP,MED - ANTIBIOTICOS,MED,663,,SARALOGO LATAS DE 38 G,N,64,UND,UND,64,UND,UND,166.0
84,300,AP,MED - ANTIBIOTICOS,MED,664,,CRESTAR CXA 25 FA 2 ML DE SOLUçãO CADA E 25 IMPLANTES 5 CARTELAS SUPORTE COM 5 UNIDADES CADA (PROIBI,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,665,,"DILUENTE L NOBILIS FR 600, 800 E 1.000 ML.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,666,,ANTíGENO MYCOPLASMA MELEAGRIDIS NOBILIS FR CONTA-GOTAS 10ML COM 200 TESTES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,667,,NOBI-VAC AUGESZKY (GL) FA 10 E 50 DOSES,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,668,,ANTíGENO MYCOPLASMA SYNOVIAE NOBILIS FR CONTA-GOTAS 200 TESTES,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,669,,FOLLIGON 5000 UI CXA COM 1 FR-AMP DE 5000 UI E UMA AMP DE 25ML COM DILUENTE.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,670,,"ANTíGENO PULLORUM NOBILIS FR CONTA-GOTAS 10ML COM 200 TESTES. 
VENDA EXCLUSIVA AO MéDICO VETERINáRIO",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,671,,"DILAVIA DILUENTE INJETáVEL FRACO 100 ML, 200 ML, 400 ML E 500 ML.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,672,,ANTíGENO MYCOPLASMA GALLISEPTICUM NOBILIS FR CONTA-GOTAS 200 TESTES,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,673,,"NOBILIS IB MA5 FA 1.000, 2.500 E 5.000 DOSES CXA 10FR 1.000, 2.500 E 5.000 DOSES.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,674,,FOLLIGON 1000 UI FA COM LIOFILIZADO E AMP DE DILUENTE 5ML CAIXAS COM 5 FA DO PRODUTO E RESPECTIVO DI,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,675,,"MYCOVAC-L FA 1000 DOSES CXA 10FR 1000 DOSES. 
FR 1000 DOSES EM EMBALAGEM INDIVIDUAL 1 FR 1000 DOSES.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,676,,BREEDERVAC-III-PLUS FA 500 ML CORRESPONDENTES A 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,677,,NOBILIS IB + ND MA5 + CLONE 30 FA 1000 E 2500 DOSES CXA 10FR 1000 E 2500 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,678,,VACINA SG NOBILIS CEPA 9 R FA 500 OU 1000 DOSES EM CAIXAS COM 10 UNIDADES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,679,,"NOBILIS GUMBORO D78 FA 1000, 2500 E 5000 DOSES CXA 10FR 1000, 2500 E 5000 DOSES.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,680,,BREEDERVAC-IV-PLUS FA 500 ML CORRESPONDENTES A 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,681,,PORCILIS COLI FR 20 E 50 ML DA VACINA.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,682,,NOBIVAC DHPPI FA VIDRO LIOFILIZADO CAIXA 10 FA LIOFILIZADO.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,683,,NOBILIS REO 1133 FR 1000 DOSES E EM EMBALAGEM COLETIVA COM 10FR 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,684,,NOBILIS IB+ND+EDS FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,685,,"PORCILIS APP FA 20, 50 E 100 ML DA VACINA, CORRESPONDENDO A 10, 25 E 50 DOSES, RESPECTIVAMENTE.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,686,,"NOBIVAC L FA 1ML, ACONDICIONANDO EM CAIXA 10 FAS.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,687,,DILUENTE CA NOBILIS FR 200 E 400 ML.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,688,,NOBILIS REO+IB+G+ND FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,689,,"PORCILIS AR-T FR-AMP 20 E 50 ML DA VACINA, CORRESPONDENDO A 10 E 25 DOSES, RESPECTIVAMENTE.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,690,,"NOBIVAC CORONA FA 1 OU 10 ML, CAIXA DE 10 OU 50 FA 1 ML CORRESPONDENDO A UMA DOSE POR FR-AMP OU CAIX",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,691,,DILUENTE ON NOBILIS FR 35 ML (1.000 DOSES),N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,692,,P.G. 600 CXA 5 FA DE UMA DOSE (LIOFILIZADA) CADA E 5 AMP COM 5ML DE DILUENTE CADA.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,693,,NOBILIS IB H-120 FA 1000 E 2500 DOSES CXA 10FR 1000 OU 2500 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,694,,NOBILIS ND LA SOTA FA 1000 E 2500 DOSES CXA 10FR 1000 OU 2500 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,695,,NOBILIS TRT INAC FA 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,696,,NOBIVAC DHP FA VIDRO 1 ML CAIXA COLETIVA 10FR 1 ML.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,697,,"PROSOLVIN FR 10 E 20ML. 
FA 2ML CXA 10 FRS.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,698,,RISMAVAC NOBILIS AMP 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,699,,NOBILIS AE 1143 FA DE 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,700,,VACINA IB NOBILIS CEPA H-52 FA 1000 E 2500 DOSES CXA 10FR 1000 OU 2500 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,701,,NOBILIS ND HITCHNER FA 1000 E 2500 DOSES CXA 10FR 1000 E 2500 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,702,,PORCILIS ERY+PARVO FR AMPLA 20 OU 50 ML.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,703,,NOBILIS REO INAC FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,704,,NOBILIS G+ND INAC FA 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,705,,NOBILIS EDS FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,706,,VACINA MAREK NOBILIS FA 1000 DOSES EM CAIXA COLETIVA 10FR 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,707,,NOBILIS IB+G+ND FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,708,,NOBIVAC RAIVA FA 1 DOSE OU 10 DOSES CXA 10 FRS.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,709,,"PORCILIS PARVO FRACO 20 E 50 ML DA VACINA, CORRESPONDENDO A 10 E 25 DOSES RESPECTIVAMENTE.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,710,,"NOBILIS E. COLI FA 500 ML, COM 1000 DOSES.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,711,,VACINA AE- POX NOBILIS EMB DE 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,712,,NOBILIS GUMBORO INAC FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,713,,NOBIVAC DH FA VIDRO 1 ML CAIXA COLETIVA 10FR 1 ML.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,714,,OVO-DIPHTHERIN FORTE EMB 500 E 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,715,,"ND VACINA NOBILIS CLONE 30 FA 500, 1000, 2500 E 5000 DOSES E EMBALAGENS COLETIVAS 10FR 500, 1000, 25",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,716,,NOBI-VAC CORYZA FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,717,,"NOBIVAC PARVO-C FA VIDRO 1ML (1 DOSE), CXA 10 FAS.",N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,718,,NOBILIS IB+ND INAC FR 500 ML COM 1000 DOSES.,N,64,UND,UND,64,UND,UND,167.0
84,300,AP,MED - ANTIBIOTICOS,MED,719,,FOSBAC POTE 1 KG E BARRICAS 5.000 KG,N,64,UND,UND,64,UND,UND,168.0
84,300,AP,MED - ANTIBIOTICOS,MED,720,,"LECAF SACO 20 KG, CXA 12 KG",N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,721,,"CATION-ADB FRS 1 L, BOMBONAS 10 L, BALDES 20 L, BOMBONAS 50 L",N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,722,,"MICROCID FRS 1 L, BOMBONAS 10 L, BALDES 20 L, BOMBONAS 50 L",N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,723,,"FURBAC SACO 25 KG, TAMBORES 10 KG, CXA 12 KG",N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,724,,"MICOGEN - 88 SACO 25 KG, BALDES 25 KG",N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,725,,MEBEN-MIX POTE COM 600 G,N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,726,,"MICOGEN SUPER SACO 25 KG, BALDES 25 KG",N,64,UND,UND,64,UND,UND,169.0
84,300,AP,MED - ANTIBIOTICOS,MED,727,,"BAYOVAC OLEOSA - VACINA OLEOSA CONTRA A FEBRE AFTOSA TRIVALENTE (OAC) FA 50, 100 E 250 ML.",N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,728,,BAYCIDAL PM 25 1 SACHê COM 500 GRAMAS.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,729,,DRONTAL - BAY-O-PET VERMICIDA DE LARGO ESPECTRO DRONTAL 4 CPR EM ENV ALUMINIZADOS.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,730,,BAYTICOL POUR ON FR AUTODOSADOR C/ 1 LITRO,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,731,,"PULFIM - BAY-O-PET (R) ANTIPULGAS PARA CãES PULFIM (R) CARTELA C/ 4 BISNAGAS DE 0,5 ML",N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,732,,BOLFO SACO C/ 1 E 20 KG E TUBOS C/ 100 ML,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,733,,TANIDIL ESTOJOS POLVILHADORES COM 200 G E FIBROLATAS C/ 2 KG,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,734,,BAYPAMUN H C/ 5 FA LIOF. E 5 AMP DE DILUENTE,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,735,,"BOVIGAM VS SERINGAS S 4,5 G CADA. 
DISPLAYS COM 24 SERINGAS E CAIXA COM 120 SERINGAS S DE 4,5 G CADA",N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,736,,ASUNTOL 50 - BAY-O-PET (R) Pó PARA BANHOS ANTIPULGAS - ASUNTOL 50 C/ 3 ENV DE 10 G CADA.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,737,,NEGUVON EMB 150 E 500 G.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,738,,"BAYMEC BAYMEC é APRESENTADO EM FRS 50, 200, 500 ML E 1 LITRO.",N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,739,,BAYVERM FA 250 ML.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,740,,DRONTAL PLUS - BAY-O-PET VERMICIDA DE LARGO ESPECTRO DRONTAL PLUS PARA CãES 4 CPR EM ENV ALUMINIZAD,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,741,,DRONCIT - BAY-O-PET TENICIDA DE LARGO ESPECTRO DRONCIT 4 CPR EM ENV ALUMINIZADOS.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,742,,BAYPAMUN DC C/ 10 FA LIOFILIZADO E 10 AMP DE DILUENTE,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,743,,DRONTAL GATOS - BAY-O-PET VERMICIDA DE LARGO ESPECTRO DRONTAL GATOS COM 4 CPR DE 339MG CADA EM ENV A,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,744,,"ADVANTAGE CãES BLISTER COM 4 BISNAGAS S DE 0,4ML, 1ML, 2,5ML OU 4ML.",N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,745,,VETRIDERM CERUMINOLíTICO PARA CãES FR 100ML.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,746,,KILTIX - BAY-O-PET COLEIRA CONTRA PULGAS E CARRAPATOS KILTIX BAY-O-PET COLEIRA CONTRA PULGAS E CARRA,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,748,,BAYTRIL PIG DOSER FRS DOSADORES COM 100 ML.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,749,,BOVIGAM L COM 6 E 24 SERINGAS S DE 5 G CADA.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,750,,CATOSAL B12 FRS C/ 100 ML,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,751,,LEGEND 2FR 2ML CADA.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,752,752,BOLFO - BAY-O-PET COLEIRA ANTIPULGAS BOLFO C/ 1 COLEIRA DE 30 G E 56 CM DE COMPRIMENTO,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,753,,"OXITETRACICLINA LA BAYER FA 20, 50 E 100ML",N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,754,,NEGUVON + ASUNTOL PLUS PCT C/ 5 SACHêS DE 100 G CADA.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,755,755,VETRIDERM CLOREXIDINE FR 250ML.,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,756,,BAYTICOL POUR ON DA FR AUTODOSADOR C/ 1 LITRO E EMBALAGEM DE 4 + 1 LITRO,N,64,UND,UND,64,UND,UND,170.0
84,300,AP,MED - ANTIBIOTICOS,MED,757,,"VETRIDERM SPRAY ANTIPRURIGINOSO FR 100ML.
",N,64,UND,UND,64,UND,UND,170.0
